token;freq
fortalezas;5
quebrantarlo;21
minguarlo;53
paredes;10
nava;4
enero;89
badajoz;71
confirmámoslo;48
felipe;41
cabrera;22
ribera;24
primado;42
españas;41
chanceller;92
álvaro;23
almoravid;16
blasco;30
alvarrazín;25
cádiz;36
gonçal;21
hospital;29
saldaña;17
castañeda;31
finojosa;30
malric;5
henríquez;2
harana;26
rojas;36
alférez;53
antón;18
ciudade;5
arias;57
limia;33
estevan;81
florián;7
tell;2
gutiérrez;45
almirantes;15
confirman;15
peñafiel;4
escreví;37
quinto;36
maestres;13
veluntad;8
ossórez;4
quissieren;11
embíen;26
seguros;45
escuse;32
pendra;8
pesquiridores;12
entregadores;21
malhetrías;4
tomas;4
robos;6
toma;23
entregue;8
demandemos;8
fuéremos;13
sepamos;5
aguardado;2
entregado;19
privillejo;19
sesanta;1
cassa;8
cuartos;18
infaçones;1
pendrado;11
pasaron;9
merinar;4
portero;30
entregas;13
debdas;31
cerrada;15
sacas;24
vedadas;29
ussen;4
dadas;20
fuerças;5
muertes;14
presones;2
recibido;19
mandaremos;8
toviéremos;16
falláredes;7
privillejos;29
nágera;7
fernant;23
rinos;1
anden;52
salvos;34
yerbas;6
bevan;7
aguas;50
faziendo;17
miesses;13
huertos;11
prados;28
guadaña;2
contrallar;50
montadgo;18
rebda;1
tome;59
finaren;4
andudieren;17
ganado;57
traxieren;18
aduxieren;6
embargar;57
misma;129
fiadura;19
pus;17
tomassen;20
dixieren;13
xerez;34
xv;28
antolín;11
querelló;11
muerte;84
clérigo;42
barrio;20
mandastes;3
prender;28
fiziestes;28
embiévos;1
soltássedes;1
presión;19
fiadores;46
soltástesle;1
recibiestes;2
cumplir;54
pidió;28
fiziéssedes;22
parientes;33
muertos;16
querié;5
querella;60
diéssedes;15
traslado;38
muerto;48
oíd;1
razones;74
datle;2
judgatles;1
juizio;68
agraviare;7
alçare;2
alçada;15
ponedles;1
sigan;7
dizesiete;9
durant;6
r;15
quitamos;66
essa;62
padronadgo;5
parroquiales;2
arçobispado;16
abadías;9
prioradgos;1
puerto;43
aroche;2
aracena;2
algaba;2
eleito;6
díxonos;6
entendiemos;4
retoviéramos;1
mandássemos;42
entienda;9
retoviemos;5
solamente;16
presentar;14
abades;14
priores;1
calongías;1
raciones;2
eleitos;1
arçobispos;20
anos;1
rodrigues;4
embiastes;48
diésedes;3
dixiéronme;18
pechavan;3
pleteamiento;1
pidiéronme;74
pechan;5
treze;16
seeze;1
ramer;1
alguaziles;41
comendadores;37
oro;70
fino;4
acuerdo;114
sabidores;10
viessen;8
valié;5
tove;30
valiesse;8
tanto;217
mercaderes;4
enviáronseme;1
ferias;21
compran;12
mercaduras;35
refusan;1
recebir;27
peró;17
muestran;13
queredes;19
maravillado;18
consentides;4
refusar;2
quiera;16
precio;48
fallaredes;1
recaudo;6
envíe;6
personeros;71
mostráronnos;9
vímoslos;1
fueran;31
devían;20
pidiéronnos;29
diéssemos;14
fuéssedes;8
valiessen;4
emplazamiento;14
otorgámosvos;10
valan;43
valieron;3
dámosvos;15
pendiente;20
viernes;69
teniente;19
pastores;35
cañadas;5
van;64
estremo;4
serviciadores;3
premiades;1
guardan;11
andan;15
entremetades;1
oír;17
oyan;4
judguen;26
cañada;8
conoscades;1
judguedes;2
demandedes;43
troxieren;17
deziembre;42
xx;43
úbeda;25
domínguiz;4
beltrán;14
monfalcón;1
fablé;12
creades;3
cumplades;9
detenimiento;13
ágreda;3
ifante;17
conocida;28
belasco;1
adalil;6
dizién;51
sietmalos;1
alguazila;1
cincuaenta;17
xxvi;32
nonaenta;66
james;5
hermanos;29
pedíronme;2
burgalesses;7
pepiones;11
leonesses;3
salamanquesses;3
pregonar;5
compras;27
véndidas;6
receban;1
corrían;3
valía;36
compren;16
vendan;16
cuéntesse;1
sueldos;72
medio;149
solía;15
mostraron;63
xeménez;8
ternán;2
prestamería;4
devisseros;4
míos;45
esos;53
mismos;61
dizir;2
diestes;19
solariegos;16
avíades;10
esas;31
solares;25
raízes;14
devisas;3
recibieron;20
vasallos;18
quitaron;4
comprado;15
drechos;1
señoríos;8
consuno;5
compraron;9
enantes;2
compraren;27
passasse;33
esa;154
emparen;2
defiendan;10
escussedes;4
cumplitlo;1
primeros;55
vierdes;8
bitoria;104
xxxi;6
cccxxvii;2
durán;16
astoricensis;29
martinos;2
rompié;5
pargamino;10
toviémoslo;11
fiziémosgela;1
cccxxviii;1
¶;1
confírmoles;9
guardada;29
firmemente;22
cccxlii;1
yéñego;13
burueva;6
rioja;8
enbiaron;2
diziendo;9
amos;21
aviniéronse;2
tienpo;2
lieve;2
enbiáronme;2
tien;2
porres;2
prendran;1
ovier;29
xiiii;20
portadgueros;22
reinos;20
vacas;18
yeguas;20
ovejas;19
pazcan;7
yervas;12
uertos;2
defesados;10
rolda;5
castellería;2
passaje;3
leña;7
rama;5
cozer;4
tajen;7
árbol;4
pie;22
corteza;3
cortir;2
calçado;3
deudas;6
coñocidas;3
finare;11
andidieren;4
complimiento;5
ropa;35
vestir;7
mostrando;2
pagadas;4
moradores;61
vegada;13
passasen;4
puse;9
passassen;14
trayen;3
catorze;22
ferrandus;60
rex;45
castelle;46
toleti;42
concilio;16
conca;1
omnibus;17
aliis;3
hominibus;12
regni;13
sui;9
hanc;26
cartam;31
videntibus;10
salutem;27
gratiam;24
embiare;5
juez;90
prenda;12
sietmo;2
sallir;5
sé;45
solié;12
vía;37
tollerle;1
facta;46
apud;36
secobiam;1
xxvª;2
septembris;4
lxª;9
septima;3
mei;8
tertiodecimo;1
confírmola;12
vii;10
amo;56
pablo;26
esclavo;4
angulo;15
pobre;21
mice;1
margen;46
rable;1
micerable;1
refugié;1
vicario;29
temor;12
evidente;10
ravia;1
quererme;1
casar;8
hija;25
manuela;12
cuya;53
jusgado;3
ecleciástico;1
haviendo;4
distintos;12
medios;42
impedírmelo;1
haver;6
figurado;2
havía;3
bendido;1
sevastián;1
bolantes;1
trama;1
supe;5
haverce;1
llevace;1
ocultamente;2
quién;32
save;20
dónde;19
aora;7
amigo;27
cauza;14
libras;10
urao;1
encontraron;5
prendieron;1
traían;2
soltaron;1
reviven;1
solo;74
impedirme;1
siendo;63
preso;18
tendrán;14
comprehendidos;1
paceando;1
saviendo;1
hoy;429
grande;26
secretamente;1
hagan;12
inumano;1
castigo;8
ocurro;2
jues;9
amparo;8
desbalidos;1
haga;26
ciudad;226
estrecha;3
saquen;16
aucilio;1
siga;9
nombrándose;1
defenzor;2
pida;4
defenderme;1
canto;4
plano;8
quieran;11
infelís;1
atropellarme;1
semejantes;11
asuntos;32
leve;4
suplico;14
vea;11
asista;1
alimentos;12
paso;36
presentarme;1
pedimento;2
mediante;35
provea;4
solicito;1
setecientos;4
ochenta;10
mercados;26
quité;4
contándolo;1
cuantía;73
ayuda;91
prometiéstesme;1
cabeças;5
fechas;63
complirán;3
cumplierdes;2
amé;1
tanta;24
atendía;1
señalado;9
desservir;2
sazón;26
envié;4
dixieron;64
devieran;2
sabré;3
sirvieron;5
fazellos;1
atrevieron;2
escarmentar;6
atrevan;2
fazello;1
viiii;3
xvii;34
vicent;7
avogada;15
faz;9
remembrança;7
tenudos;67
levar;34
viemos;58
etsi;2
ad;32
boni;2
cuius;5
libet;6
executionem;1
teneatur;2
ea;11
tamen;3
tenetur;2
propensius;2
adque;2
rationis;1
calculo;2
nature;2
studio;2
invitatur;2
igitur;2
magnanimitatum;2
avi;2
adefonsus;6
famosissimi;2
oblitus;2
in;132
eis;4
ei;4
studens;2
viribus;2
imitari;2
nullumque;2
actuum;2
eius;2
felicium;2
volens;2
absque;2
perhenni;2
preteriri;2
ex;90
assensu;6
beneplacito;6
regine;6
domine;5
berengarie;6
genitricis;6
mee;10
cum;56
fratre;2
meo;12
domno;4
approbo;3
concedo;16
vobis;19
rodericus;67
archiepiscopo;4
toletano;2
hyspaniarum;6
primati;2
amicissimo;1
omnibusque;4
successoribus;4
vestris;4
canonice;2
substituendis;2
ecclesieque;4
beate;4
virginis;5
cui;2
preestis;2
donationem;1
ville;3
illius;2
dicitur;3
villaumbrales;2
hereditatibus;4
cultis;3
incultis;3
vineis;2
domibus;2
pratis;5
pascuis;4
aquis;4
rivis;2
montibus;3
fontibus;3
nemoribus;3
defesis;4
ingressibus;4
egressibus;3
suis;7
foros;5
omni;9
eo;4
iure;8
quod;28
ibi;4
habeo;1
liberam;2
absolutam;2
ab;9
pecto;2
posta;3
fazendera;6
appellido;2
regio;2
gravamine;2
sicut;11
eam;6
integro;4
mihi;2
constat;2
auum;1
meum;8
iam;6
dictum;2
dominum;2
dedisse;4
sancii;4
quondam;2
repositario;2
suo;11
eundemque;2
dicto;4
domino;5
vestre;2
sedi;2
videlicet;2
habebat;2
eandem;2
hereditario;6
habendam;3
irrevocabiliter;3
ac;7
perpetuo;6
possidendam;3
faciendum;3
inde;6
quicquid;2
volveritis;1
vendendo;2
concambiando;2
impignorando;2
seu;5
quid;4
aliud;3
faciendo;2
preterea;2
firmiter;5
originali;2
autentico;2
fernandus;11
serenessimo;1
avo;3
prefato;2
super;21
eadem;2
donatione;1
prestito;2
concesso;2
repperii;2
nullus;2
merinus;30
vel;9
sagio;2
sive;1
aliquis;6
alius;2
intret;2
habeat;8
videre;2
aut;4
querere;2
aliqua;3
quicumque;5
vero;7
huius;2
concessionis;6
paginam;2
infringere;7
ausu;2
temerario;3
violare;2
presumpserit;9
iram;9
omnipotentis;8
incurrat;7
effectu;2
careat;2
cumque;2
datan;2
abiron;3
quos;4
vivos;11
terra;9
absorbuit;1
dampnosam;2
senciat;2
ultionem;1
regie;8
parti;8
mille;11
aureos;6
cauto;5
persolvat;6
dampnum;7
hoc;16
illatum;5
restituat;7
duplicatum;5
monte;32
alegre;15
lª;3
tercio;39
kalendas;6
octobris;4
regnatus;2
secundo;2
dictus;2
regnans;11
castella;22
toleto;12
quam;15
fieri;9
iussi;9
manu;11
roboro;13
johannes;22
abbas;5
sancti;9
anderii;2
confirmat;445
iussu;4
dominicus;9
iohannis;8
notavit;2
mahómat;97
conde;39
comendador;30
fi;42
vela;17
villalobos;32
malrique;21
froyaz;6
aguilar;40
anríquez;22
leiva;21
pelegrín;7
fechor;10
silves;15
páez;21
alboquerque;11
muño;41
capiscol;9
huelva;15
abondados;14
señaladamente;9
comunalmente;1
arcos;6
alcalá;27
bejer;1
gibraleón;10
assadura;4
contrallen;3
embarguen;9
defesas;25
madera;24
meester;6
aradros;2
lavores;8
fazemos;27
bivan;9
asosegadamente;1
peindras;21
avría;15
jueves;40
dizeocho;18
dizeseteno;1
embiome;5
confirmase;3
otórgogela;2
complidamente;17
ovieron;148
amparada;1
minguar;18
fío;35
embiássedes;6
viniessen;17
navidat;12
passó;22
raines;12
fiziésteslo;1
embiármelos;1
gradéscovoslo;2
embiaré;2
aína;11
diera;25
plomado;7
vizino;3
plomada;18
lievan;10
plomadas;13
pidiedes;9
veré;1
entonce;11
mandaré;13
dezides;18
compañeros;19
monesterio;69
ganan;4
pecheras;10
envío;8
pueden;102
podría;54
deviesse;5
fazedes;31
comprades;1
passades;9
recabdos;1
embiedes;10
estonce;13
faré;8
monederos;15
compravan;5
vizinos;7
pecheros;39
esso;18
fincavan;2
pocos;35
podién;19
conplir;1
liñage;3
escusados;119
según;253
entraron;11
compradas;3
felizes;9
alcabala;3
cercar;9
tomaré;2
muestren;29
guardedes;30
posturas;16
pusierdes;2
fieles;20
labran;3
meten;1
escusan;4
labraren;12
enfermedat;2
podiesse;3
denuestos;4
vedado;2
menguasse;1
libro;72
poca;18
rostro;9
judgassen;16
téngolo;31
acaba;22
plaza;16
vienden;2
querellosos;9
allá;55
señales;15
paren;5
cayan;2
costreñir;7
provas;9
emplazar;8
querelloso;12
paran;2
señal;28
maliciosamientre;5
menguar;9
culpa;34
viedan;1
escarmentassen;1
acaeçría;1
verán;3
vedaré;1
embiasse;8
exidos;4
officio;1
bozeros;8
aluengan;1
deque;1
entendiere;1
bozero;2
desvaría;1
sale;25
castigar;7
tornarle;1
tañe;3
alongar;2
saben;20
muro;26
estrechava;1
vaya;30
llegue;10
levantavan;2
tarde;56
tornavan;1
levantan;2
alongavan;2
detienen;1
levanten;2
canpana;1
missa;3
prima;13
ora;12
atal;12
priessa;1
comer;23
meta;24
iudguen;1
puertos;35
judgue;9
beneficiados;4
juizios;8
aconsejan;1
aluénganse;1
cosintades;2
consejen;2
presos;18
aguarden;6
prestos;1
embiátmelo;2
porné;2
xxv;24
gallicia;25
veno;8
mostronos;3
venció;42
batalla;52
iglesia;57
morasen;1
oviesen;9
libres;85
retenían;1
recudiesen;1
proprio;2
fuemos;8
omes;1
callando;1
raçón;39
cuidando;5
facían;3
pidionos;11
toviéssemos;23
veyendo;17
demandava;16
dice;69
compusición;6
fiço;5
moraren;21
dicen;46
reñaren;1
contién;7
mandámosles;12
çag;6
nihoray;1
mandáramos;1
ficiese;1
passase;3
quebrantar;17
trecientos;11
ourens;10
metieron;4
librássemos;1
recebiémoslo;1
razonaron;3
talegas;2
solían;10
provecho;6
tomaran;12
tenién;35
usar;18
quisiessen;11
mandemos;34
moniz;1
abenieron;1
pesquiriessen;5
fallassen;12
embiassen;7
escripta;14
sellada;6
embiáronnosla;1
personería;39
iohannes;18
avido;15
menestrales;12
solteros;3
casados;8
ferrero;11
fornero;1
correero;1
sellero;2
alfayate;1
çapatero;3
paniguados;14
escusen;30
morar;10
escusado;18
quitar;21
cuesta;15
trabajo;100
vayamos;2
falláremos;14
mejoremos;1
testimonio;36
hueste;54
cogido;2
tornedes;19
cabeçón;10
recebía;2
cumplidas;3
querellaron;13
costriñiéssemos;1
dexasse;2
respondieron;8
maguer;30
cogiesse;2
mostrarié;3
provar;28
demanda;89
podiessen;3
dimos;3
recebtores;2
plazer;36
recebieron;8
visto;49
solariego;2
heredad;20
mueble;34
judgamos;2
reciba;12
ningunos;43
cogió;9
ata;6
lexe;1
ampare;6
lexen;2
mantener;36
franqueças;10
ganó;17
pobló;3
primeramente;16
otorgué;15
otorgasse;12
poblado;8
vuestras;76
ossado;19
fiziese;9
ruy;34
sacristán;5
veíndo;1
embiavan;6
confirmégela;1
irles;1
passarles;1
cualesquiere;9
trezentos;2
nueve;91
bonduco;3
flores;6
dámosle;7
malque;1
quemada;4
gorda;2
caído;6
dámosgelo;2
otorgámosgelo;4
bues;3
raíz;33
portocarrero;3
complidamiente;41
fago;61
mandámosle;5
díag;24
agraviamientos;50
recibién;24
cabildos;22
clerezías;2
seerles;2
mostráronmelo;3
mandaderos;9
dizié;35
enviaron;16
tenedores;6
unas;99
fuent;11
perenal;1
dexó;8
tomastes;4
pidién;35
quisierdes;13
seades;22
sepa;16
dádgela;20
liberdades;30
feria;52
comiença;4
cuaresma;4
durar;4
monçón;6
toman;43
franqueé;2
antes;148
diessen;46
ciudat;10
quitamiento;11
embargado;9
vinién;5
levaron;30
xxxiii;6
segondo;2
regalengo;8
franqueados;2
provisores;4
embiáronseme;4
fueras;31
entrades;3
fallades;1
acaecen;20
mandan;13
veades;13
entrastes;6
vendiestes;1
peindrassen;1
contiene;41
seze;11
aventurada;3
franqueza;39
cuanta;20
dalas;5
príncipes;5
anlas;5
compartir;9
cigales;2
escarmentados;1
mandados;3
tel;16
pusiéssedes;2
mandas;17
levassen;3
embargássedes;1
peindrados;6
troxiessen;4
peindran;4
bestias;59
peindre;10
embarguedes;26
comigo;31
poridad;5
villoria;1
xxvii;19
vicente;24
leã³n;5
cã³rdova;4
jaã;4
n;34
marã­a;1
azeite;15
figos;7
cot;2
morã³n;1
lebrixa;1
tã;3
rminos;2
rmino;1
jamã;2
s;45
axarafe;3
almuxerifes;1
tenã­an;1
mã­;1
otrossã­;17
arã§obispo;1
donadã­os;1
matrera;1
ã³rdenes;1
judã­os;1
ã³;1
arã§obispado;1
cristianos;94
escriptos;11
almuxerifadgo;1
mã;6
ndovos;1
ã;18
contralle;4
mengã¼e;1
vã³s;6
tornarã­a;1
mandã³;2
xxiiii;19
dã­as;3
aã±os;4
pelegrã­n;1
garcã­a;1
pã;5
rez;5
legionis;34
gallecie;32
cordube;22
montanges;2
recuas;2
recua;1
perderié;1
demándeles;1
pagaren;11
toletum;1
xviiii;5
aprilis;7
nona;10
orihuela;2
arrixaca;23
plázeme;1
faznalcáçar;1
morabedís;38
mandéla;5
seyello;1
etcétera;10
onrado;19
linage;14
regnássemos;6
regnamos;25
poblada;5
será;124
fuertes;19
franqueamos;2
pueblen;4
moren;3
poblaren;4
yueves;19
cc;28
confirmássemos;15
valió;9
soria;18
isabel;12
arcobispo;2
munio;13
fróyaz;4
daviñal;1
jofre;1
ermano;19
aro;2
bertolomé;3
ramir;47
yuañez;4
pay;12
pensar;25
estimado;2
consorte;1
apresio;1
te;164
noticio;1
lla;3
casó;2
prósimo;1
pasado;196
mulato;4
huyó;3
barinas;6
apoderado;5
portó;2
haverle;2
prontamente;1
aviso;8
remedio;10
obiado;1
caso;106
llegó;42
notisia;1
pasó;25
habló;7
barbalmente;1
empedimento;1
exsortó;1
atendiendo;2
contuviera;1
guardias;3
caminos;20
atropellado;3
sido;163
asiendo;3
acto;33
bós;9
prosederes;1
manifiesta;3
echo;6
ofisios;2
tuyo;3
desforsado;1
estoy;119
agradesida;1
mulas;11
sinco;17
pregones;5
fin;86
amparándolo;2
hiso;2
prensipios;1
doy;23
tu;70
govierno;8
escrivirle;1
asta;9
deba;2
cuado;1
empeño;10
portes;1
señores;22
amonestaron;2
alvierto;1
agires;1
governador;5
facultativo;1
casos;26
cualtel;1
susedió;1
asunto;24
cojer;1
mulatico;1
volante;4
acá;80
hay;215
novedad;3
fransisca;1
ana;8
suplica;1
eches;1
recomendó;5
ángel;5
quienes;30
asen;2
expresiones;3
muchachos;3
damiana;6
felis;1
joaquín;11
josefe;1
quebrada;3
tía;5
lorensa;1
tus;17
conosidos;1
muchachas;3
hasen;3
memorias;2
criadas;1
criados;1
fruto;10
nicolás;22
encomendamos;1
saquéis;1
vitoria;3
daréis;1
expreciones;1
servirte;1
tuya;2
caparú;1
esposa;10
desea;6
verte;5
escrivirte;1
sepam;6
rob;1
ompenco;1
viésperas;1
testimonios;1
firmes;16
valederas;2
empiesca;1
valer;5
compra;41
feziesse;19
dixiesse;6
recibiesse;20
siello;17
dezembre;5
confirmé;19
obra;39
cueças;5
oturas;5
emiendas;9
tercios;15
rendas;38
contr;3
arrendaron;6
recaudaron;5
prestamero;6
tovo;9
arçobispadgo;3
alto;50
yaze;11
enterrado;4
heredamos;3
enriquecella;1
levarla;5
cab;6
honrada;3
servida;4
cumplida;2
dezmero;3
recudades;8
marcos;41
vieja;18
peciada;1
nuevo;109
fazerles;34
palavra;3
estava;12
seellarla;1
pendient;2
tornariemos;20
tornan;2
comunal;22
recabdadores;14
confirmado;15
ollalla;1
preindrades;2
voluntat;28
mejores;40
bevir;9
arçobispados;8
obispados;17
capellanes;8
cumplieren;11
capiella;8
privados;10
andudieron;5
oficiales;68
guarda;46
legos;30
oficios;27
ande;18
cogechas;9
reboltosos;8
arrendadas;8
tornados;7
tomados;15
regalenga;1
ric;23
rica;37
fembra;13
enagenada;6
metidos;9
llaves;11
vistas;23
chancelería;11
metida;8
arrendamiento;16
creencia;10
troxiere;7
obren;8
tomó;28
alcáçares;10
cibdades;17
fiemos;8
hermandades;8
estremadura;27
otorgámoslas;7
confirmámosgelas;9
pusiéremos;5
amen;14
firmedumbre;8
fezo;4
mantoviéssemos;7
guardássemos;8
trenta;5
conmigo;36
lucas;7
legado;4
papa;13
ayuntássedes;4
avriedes;3
iedes;5
embióme;2
embiava;5
fablassen;2
otorgades;2
avredes;3
embialdos;2
fablaremos;2
pueblo;94
recebíades;2
custumbres;3
acustumbradas;2
fabré;2
pieça;12
sería;61
prod;9
bonas;8
pagardes;7
prometo;30
quisier;11
defenda;3
atan;8
mantenga;8
tos;3
mía;41
divos;8
portadgos;15
caloñas;22
quintos;4
cavalgadas;5
valencia;30
pertenecen;27
fonsaderas;18
otorga;9
pidiónos;2
cumplidamente;2
escusedes;9
prestastes;1
doblas;5
almir;1
marroquís;1
embiar;13
roma;16
marçadga;9
podades;14
recudan;10
mandáredes;4
recibiéssedes;4
octubre;33
remón;10
doming;2
reino;59
páramo;1
puente;37
tablada;5
villalviella;2
almoxerifes;13
solúcar;8
heznalcáçar;3
tejada;5
costantina;4
guillena;1
almoxerifadgos;8
eredat;5
mayordomos;21
levaren;20
primer;139
recibiéredes;3
metan;21
arrendarlo;1
arrenden;2
quiquiere;1
arrendare;1
defiéndovos;1
ossados;4
meguáredes;1
passado;21
berlanga;7
lxxxxi;2
apartades;1
alcançar;3
ajuntedes;1
libredes;2
echedes;2
dexedes;19
vollo;2
cosientan;2
valladolid;11
dadla;1
prometiestes;5
abiertas;13
montasse;6
señalados;8
otorgastes;4
dariedes;5
ogaño;12
imperio;12
pobreza;9
quitámosvoslos;4
dándonos;6
regnarán;7
podamos;18
martiniegas;6
logroño;45
alvelda;5
martiniega;22
vernán;27
cambio;65
laguna;16
pavía;4
morcuero;4
palaçuelos;5
seguro;27
cogiéredes;4
cogierdes;1
mandaren;20
dátgelos;4
devan;12
mandásemos;1
daños;71
menoscabos;23
recibiesen;4
mandariemos;5
diéredes;2
tomat;3
emos;24
arcediano;13
fermosiella;2
amigos;48
naturales;25
díxome;14
buenamiente;2
dubdávades;4
querría;10
xxx;14
sivilla;7
fiziera;6
goles;40
escudero;9
collación;34
pagados;9
camiaron;1
consintiera;1
servirié;1
calles;22
dámosgelas;1
otorgámosgelas;3
quitas;39
xi;8
cuéllar;9
avenzohar;2
avis;1
marina;12
melgar;5
solar;16
almudes;9
labrassen;2
cativos;2
almosnas;3
agraviávanse;1
uclés;15
abenidas;4
ploguiesse;10
fiziéssemos;10
quisiéssemos;5
comprassen;7
termino;6
otorgámosla;2
mingüemos;1
comprando;1
otorgaron;4
pareciessen;4
dexavan;5
millan;4
sezeno;6
ese;178
meismo;1
malatos;3
ganaron;14
dezía;6
echavan;5
ennos;4
acaecían;2
soldada;22
tenían;35
prindado;3
geslo;2
mandava;19
mansiella;3
sopiessen;14
feziessen;5
usassen;2
andasse;1
puebla;22
gordón;4
prindasse;1
afincasse;1
ganara;1
fura;2
ganada;2
callada;2
devía;11
demandador;15
demandados;9
contestación;1
éste;37
podían;9
juridición;8
dava;8
audiencia;32
mais;10
demándengelo;2
oíldes;1
judgáldes;1
carrión;11
postremero;11
xxviiii;9
falconero;14
aguardedes;2
aguardar;5
tornaríamos;9
viii;15
lázaro;3
sibille;9
murcie;16
jahenni;3
correa;2
queriedes;5
soliedes;3
oí;1
ambas;42
otorgados;8
diérades;3
santiagüe;8
almosna;3
pesar;65
consentría;1
sibilla;6
xxª;6
novembris;7
martini;4
fecit;1
lxxxª;19
octava;9
alcaría;29
yelo;2
enteramientre;2
casamiento;12
sobrinas;2
diolo;3
finó;13
legítimo;4
heredasse;15
rogónos;1
felich;2
torculinas;2
caxar;2
salteras;3
dámoslo;1
pareciere;14
revogámosla;5
oída;5
dozeno;9
varzena;1
maiori;1
facundi;1
merinis;2
eiusdem;1
mercado;100
fagund;8
vallesoletum;2
añana;5
dante;2
cossas;12
ayudasse;3
deziéndomelo;1
menguare;1
vente;3
prometieron;15
galiano;1
encomendero;7
trenidad;1
muzo;3
nuebo;22
prezente;21
cumplido;20
bastante;33
requiere;14
nesesario;9
baler;10
alonso;48
cácerez;1
albarado;2
espesialmente;1
administre;1
espiritual;3
indios;44
encomienda;41
muso;1
llamado;27
moray;1
amparando;2
defendiendo;4
hiziere;7
pretendiere;1
hazer;9
cauzas;2
siviles;1
criminales;5
ubiere;9
deligençias;1
autos;24
judisiales;1
extrajudisiales;1
nesesarios;5
defensa;61
dándoles;3
dotrina;3
conforme;20
pagando;10
estipendio;1
tomando;14
pagos;6
pagándoseles;1
deviere;7
bisita;1
repartición;1
echa;4
dotor;2
lesmes;1
espinoza;3
sarabia;1
magestad;37
oidor;3
ansimismo;5
pago;14
pagare;7
recoxer;1
recoxan;1
averse;1
auzentado;1
pedimientos;4
requeriemientos;1
sensuras;1
efeto;5
hazerlas;1
leer;12
intimar;1
ausentes;1
buelban;1
resiba;2
demoras;1
aprobechamientos;1
confirmidad;1
tasa;16
otorgando;1
resibo;1
necesarias;11
haziendas;6
propio;48
minas;46
esmeraldas;2
