token;freq
bud;1
atɾos;3
klen;1
mike;1
sewski;1
ɾks;2
ppjes;1
lae;2
ttneɾ;2
bbeɾ;2
xuwan;1
pelps;1
maɾʃa;1
ffeɾ;2
dxukik;1
fwis;3
meno;7
tjuno;1
adik;2
odja;1
ɡean;2
ʝp;3
teuɾ;2
uɾjaɾ;2
arje;1
toni;10
klas;4
xunti;1
oaɾ;2
rol;5
abɾon;1
ekjo;1
xala;1
sinfin;2
kɾeas;3
plot;1
arin;1
unjen;1
ilo;1
bjon;1
satu;2
mikel;3
mn;4
eniɡ;1
bake;1
t͡ʃkob;1
bɾeaɾ;1
unje;1
bbjano;1
mbi;5
ɾean;1
tiwoɾld;2
uu;4
pseu;1
does;1
sinn;1
eɾb;1
klei;4
liɡ;2
djak;3
inʝ;2
ira;1
eɾite;1
leu;2
xeno;6
abes;8
atwen;1
ɡɾas;1
bɾeas;1
konfin;1
fɾankens;1
emu;1
kʝ;1
lko;1
fiʃ;1
iɾi;1
ʝwe;7
kɾjan;1
kɾwe;2
pjon;1
biɾi;1
noiɾ;2
laus;1
ɡwst;1
otto;3
bɾik;1
t͡s;7
tt͡ɬjeb;2
wilelm;2
ɡfɾjed;1
rwa;1
neim;1
boɾn;1
iea;1
lkswa;1
bjew;1
uɾano;1
tɾea;1
kɾas;1
ttin;1
ksjas;1
mofi;1
salo;1
ɾwin;1
ineɾ;2
xens;4
ksib;1
kuɡ;1
twia;1
tʝ;1
muskau;1
oloɾ;4
arum;1
etjen;1
xoin;1
kɾos;2
kajan;1
kɾooɾ;4
ksjan;2
lewi;1
wɡ;1
akɾo;1
ppleɾ;1
eins;4
pound;1
ɡlen;1
baɾd;2
st;1
test;1
ʃi;5
kket;3
sot;2
skout;2
ɡaeɾ;1
ɡɾwi;1
kjos;1
tɾoin;1
saljas;1
salt;1
niɡ;2
osono;1
isaak;2
tt͡ɬewe;1
mob;1
edxe;1
amjo;1
awkinɡ;1
tɾoen;1
kewi;1
alea;1
anjo;1
ttf;13
api;15
tn;3
exes;2
anɡs;3
fbau;1
fiɡ;10
ktk;7
skm;1
skml;1
bfe;1
knk;1
itf;1
anjon;1
doks;2
tjol;1
tm;2
db;2
sikli;8
lomb;1
saɡ;1
bwa;1
naoa;1
tsf;2
uswal;2
tnk;1
ɾakawa;2
ɡleɾ;1
ps;1
spin;1
naaɾ;2
basf;1
dwiɡs;1
sp;1
bbs;1
klook;1
mkdjaɾ;1
mid;1
ɡɾei;1
bf;1
kontɾajon;1
feno;1
dxes;1
isf;1
antjes;1
etk;7
ʝno;1
ksik;1
fta;5
st͡ʃas;1
tae;1
bbaɾd;1
pejeɾls;2
bɾus;2
ssnm;45
duɾ;9
ssoɾ;1
iko;1
oies;1
ssnf;2
xnm;3
sati;2
xweɾ;1
sst;1
sadis;1
oniɾi;1
sadi;1
peaɾ;1
pl;1
ɾussen;1
ften;1
ɾwissen;1
mead;1
asien;1
wje;1
stɾauss;1
etno;1
unes;1
osio;2
tt͡ɬi;1
t͡ʃkeit;1
ffaɾe;1
bunɡ;1
ɡɾund;1
ɡwnɡ;1
tɾeaɾ;2
run;1
bnis;1
ist;1
deɾs;5
lsb;1
st͡ʃo;1
penaweɾ;1
koeuɾ;1
sasia;1
ɡanɡ;1
toa;2
toin;2
tels;1
lwes;1
inka;2
mxa;1
plos;2
wns;2
ffmann;1
doɾt;2
psiɡ;4
tab;2
analt;1
ɾda;2
fuɾt;4
wüɾ;1
t͡ʃwi;5
leja;1
atɾae;1
odi;2
st͡ʃind;1
iwoodjen;1
kaʝe;1
stɾo;1
atuɾ;2
fom;1
tɾeet;1
pena;1
leɾs;1
ʝps;1
olas;3
nks;4
ɾaises;2
eres;1
seɾs;2
lal;1
aɾt;1
seksi;2
iɾis;2
anis;1
bais;1
ʝea;2
tdam;1
ɡno;1
ttbus;2
knt;1
senķ;1
abwi;1
noe;1
kɾepi;1
eɡia;3
idi;1
koɾp;1
amus;1
bbb;1
atu;2
utɾe;1
bɾea;1
koaɾ;1
poesja;1
osea;1
xeaɾ;2
enal;1
ɾepli;1
ɾil;2
tjun;1
baules;1
aɡɾja;1
apja;1
ɡɾis;4
ɾaķao;2
inn;2
spain;3
woodfoɾd;1
ɾoad;3
wʝ;1
ɾoo;3
saxia;1
ffet;2
ieaɾ;1
pka;1
point;2
oteaɾ;1
baʝas;1
mean;1
ɾeja;2
atɾajan;1
tɾweno;2
balo;1
akwes;1
adep;1
t͡ʃwe;2
dweɾ;3
ataɾ;2
buos;3
siela;3
ekis;1
djuɾ;2
apan;1
at͡ʃe;1
link;1
blwe;1
siono;3
main;1
ateo;1
oien;2
bsss;1
sset;1
efes;1
satuɾ;1
eses;1
satuɾno;1
rouks;1
fea;4
buo;1
peɾs;1
t͡sal;1
ʃakes;1
ɡoe;2
tols;1
feal;1
oleɾ;2
kontɾaeɾ;1
ojan;1
mpɡ;4
soes;1
abɾjan;1
olja;1
fɾjen;2
tɾaja;1
elis;1
adan;1
saxios;1
inekso;1
aflo;1
bloɾ;3
otakus;1
mb;3
snap;2
pɾof;1
atɾ;2
emb;1
aaaaa;4
ɲoo;1
ipo;1
lbbb;1
toot;2
dooo;1
send;1
t͡ɬ;3
tweet;6
mks;2
aa;7
weɾs;1
fd;1
meeen;1
wtf;2
ksd;12
bbit;1
klint;1
twood;1
aaax;1
ɾèn;1
tɾendi;8
out;1
akjen;1
t͡sul;1
uɾi;1
ass;1
kɾees;3
mud;1
meeee;1
bnoɾ;2
aaat;1
its;2
aaaaaan;1
aɡwate;1
daid;1
xax;17
t͡ʃtm;1
wei;3
aaaa;5
wow;4
poo;3
lpm;5
tees;1
twee;3
nkin;2
ɾts;1
axa;6
stf;1
loaded;1
dɾjais;1
aies;1
bie;1
oooo;2
ibf;1
fne;1
dil;1
xui;1
pm;1
ɡoan;1
tnb;1
tkakes;1
ui;2
kuu;1
anon;1
flas;3
pɾeee;1
ɡɡl;1
aaaaaa;3
rɾ;1
woooo;1
ɡwam;1
pk;2
lol;1
sassad;1
iand;1
fmks;5
dp;5
wai;1
bjeeeen;1
sionnn;1
sonnn;1
tbs;2
ufff;2
lanti;1
dees;3
sjente;1
xoel;1
adok;2
ʃam;1
fjam;1
ɡnb;1
ɾt;6
pdl;1
ksti;2
kp;1
amiɡ;2
dsp;1
uds;1
sepn;1
seɾo;1
xaa;4
eɡois;1
ubos;1
oxoi;3
ɡɾam;2
ups;1
doo;1
tw;3
likens;1
tfliks;5
amu;1
liwel;1
ttttti;1
pik;1
oɾni;1
tais;1
sssss;1
iwal;1
dl;1
boom;2
bbil;1
saa;2
lmao;1
ɡtan;1
boaɾd;1
koep;1
weo;1
rr;3
sassss;1
bans;1
loɾe;2
kɡa;1
kwel;2
sɾ;1
pd;3
tuk;1
ɡkss;1
elp;1
pls;1
t͡ʃef;1
daen;1
kɡ;2
ɡɾeeeee;1
iɾjan;1
oɾooooo;1
ɾeadi;1
btw;1
bso;1
ɾip;1
lkd;1
sm;1
pdks;2
saak;2
tenn;1
ieea;1
tmb;1
kɾeoen;1
nono;1
sssssss;1
ades;1
akt;1
sok;1
upa;1
ɡss;1
site;1
lod;1
twt;2
bts;1
ɡɾja;2
paos;1
ɾaas;1
aɾjes;1
but;1
wis;1
psub;1
tkm;1
msx;1
daa;1
kaes;1
okt;3
pati;2
ɾesss;1
xudead;1
t͡ʃieɾ;1
fds;1
tɾump;2
mti;2
wk;1
bum;1
adɡ;1
omɡ;1
list;1
book;4
ɡil;1
ksɾd;1
andi;1
like;2
adjo;1
toks;1
mail;1
kɾuʃ;5
iɾô;1
ɡɾip;1
t͡ʃwos;1
tbes;1
t͡ʃao;1
kkea;2
pid;1
ksdd;1
lanok;1
ʝɾ;4
xɾ;1
ml;1
ʃee;1
fs;3
aaa;5
ffè;1
iou;2
weas;1
wea;2
okno;2
wpp;1
koeɾ;1
fdd;1
situno;1
kɾaɾ;1
ɾaos;1
jas;1
sead;1
aaaan;1
meɡ;1
sata;1
meeeeeeeeeeeee;1
ɡooooo;1
aaaaaaaa;1
ot;2
plis;1
pono;4
loooool;1
tʝs;1
ɾjous;1
enewen;1
tit;1
bl;1
aaan;1
buti;1
loɾd;1
stop;1
pikse;1
tpɾo;1
kdo;1
xoeɾ;1
ɡbja;1
ieɾn;1
t͡ʃaoan;1
lfk;1
ljaoooooo;1
ɾkjes;1
waɾs;1
aksi;1
apple;1
ksko;1
ɡɾin;1
kkdbot;1
kox;1
ɾd;1
noooo;1
tjeeen;1
bjeen;1
sono;1
opino;1
xaska;1
aax;1
fɾib;1
alb;2
titi;1
bdd;2
beee;1
nkl;1
boot;1
ksdddddddddd;1
too;1
afli;1
aflik;1
lbp;1
tkoin;1
ʃaweɾ;1
fff;1
deoos;1
espn;1
dt;1
idean;1
looooo;1
taʝs;1
mɾ;1
soa;1
old;1
kɾun;1
ex;1
ɡoen;1
weed;1
beeeɾ;1
awww;1
rrɾ;2
beeee;1
apɾis;1
noooooo;1
nooo;1
leil;1
idol;1
minɡsoon;1
alf;1
ɡoul;1
rus;1
xoooo;1
bati;1
baɾmbi;1
teenwol;1
tʝan;1
elin;1
okai;1
stɾi;1
ped;1
seok;1
ɡljos;1
wawi;2
bad;1
bunni;1
ɡaa;1
t͡ʃks;1
takis;1
milsɡɾos;1
nfk;1
nfl;1
konf;1
uɾjel;1
kɾjos;1
fse;1
ssend;1
ɡim;1
ɾeeeei;1
ɡxie;1
soooo;1
team;1
flaʃ;1
sooooos;1
ɾwes;2
peeee;1
pɡl;1
aɡfs;1
bfd;1
dɡdɡfɡdf;1
twin;1
peaks;1
bppk;1
smuɾ;1
tail;1
ln;1
ɾisk;1
ow;1
stɾan;1
tʝnɡs;1
laɡ;1
epn;1
ioooooo;1
nais;1
akan;1
desp;1
pean;1
kfk;1
xxa;1
